Item_ID,Item_Category,Item_Price,Units_Sold,Total_Sales,Profit,Profit_Margin,Outlet_Type,Outlet_Size,Region,State,City,City_Tier,Store_Age,Customer_Age_Group,Customer_Gender,Avg_Customer_Spend,Year
BB06231,Grocery,29404,419,12320276,2710460.72,22,Supermarket,Small,North,Delhi,New Delhi,Tier 2,8,26-35,Female,6640,2023
BB06232,Personal Care,30832,332,10236224,1740158.08,17,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 1,8,36-45,Male,4174,2023
BB06233,Clothing,23501,331,7778831,2722590.85,35,Supermarket,Large,South,Karnataka,Bangalore,Tier 2,9,26-35,Female,4092,2020
BB06234,Clothing,2677,469,1255513,276212.86,22,Convenience Store,Medium,North,Uttar Pradesh,Noida,Tier 1,2,46+,Male,4535,2022
BB06235,Electronics,49486,21,1039206,207841.2,20,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 2,10,26-35,Female,6587,2023
BB06236,Clothing,49927,319,15926713,5415082.42,34,Supermarket,Small,East,West Bengal,Kolkata,Tier 1,7,18-25,Male,5536,2021
BB06237,Home & Kitchen,14580,30,437400,109350.0,25,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 3,1,46+,Female,3433,2022
BB06238,Home & Kitchen,28291,414,11712474,3162367.98,27,Supermarket,Medium,West,Maharashtra,Mumbai,Tier 3,14,46+,Male,5268,2023
BB06239,Grocery,49816,86,4284176,856835.2,20,Convenience Store,Large,East,West Bengal,Kolkata,Tier 3,7,46+,Male,3993,2023
BB06240,Electronics,33742,433,14610286,3214262.92,22,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 3,5,46+,Male,2670,2023
BB06241,Personal Care,23606,442,10433852,2295447.44,22,Supermarket,Medium,South,Karnataka,Bangalore,Tier 3,6,46+,Male,1479,2020
BB06242,Electronics,21241,442,9388522,2910441.82,31,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 2,10,36-45,Female,3022,2021
BB06243,Personal Care,49104,221,10851984,2387436.48,22,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,13,46+,Male,6759,2021
BB06244,Electronics,27180,477,12964860,4019106.6,31,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,13,46+,Female,5859,2023
BB06245,Personal Care,35095,475,16670125,3667427.5,22,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 1,11,36-45,Male,1305,2024
BB06246,Home & Kitchen,27767,420,11662140,1749321.0,15,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 3,7,46+,Female,7947,2021
BB06247,Clothing,46628,311,14501308,5075457.8,35,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 3,4,46+,Female,3360,2020
BB06248,Clothing,48865,401,19594865,5486562.2,28,Supermarket,Small,North,Delhi,New Delhi,Tier 1,5,36-45,Female,7715,2023
BB06249,Home & Kitchen,49644,403,20006532,5401763.64,27,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 2,11,26-35,Female,2417,2023
BB06250,Home & Kitchen,23866,170,4057220,1014305.0,25,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 3,2,36-45,Female,6023,2021
BB06251,Grocery,8740,448,3915520,626483.2,16,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 1,10,36-45,Male,7908,2023
BB06252,Clothing,23553,120,2826360,650062.8,23,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 2,7,18-25,Female,684,2023
BB06253,Clothing,25235,398,10043530,2310011.9,23,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,8,18-25,Female,3384,2020
BB06254,Personal Care,12371,384,4750464,855083.52,18,Convenience Store,Small,South,Karnataka,Bangalore,Tier 1,7,18-25,Female,2793,2022
BB06255,Grocery,42941,178,7643498,1452264.62,19,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 2,8,18-25,Male,4368,2024
BB06256,Electronics,11888,292,3471296,1180240.64,34,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 2,2,26-35,Female,6945,2020
BB06257,Grocery,21652,438,9483576,2370894.0,25,Convenience Store,Large,East,West Bengal,Kolkata,Tier 2,15,46+,Male,2756,2022
BB06258,Home & Kitchen,36659,156,5718804,1715641.2,30,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,13,46+,Male,4657,2020
BB06259,Home & Kitchen,37585,398,14958830,3739707.5,25,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 3,2,18-25,Female,1667,2023
BB06260,Home & Kitchen,20912,282,5897184,1002521.28,17,Convenience Store,Large,South,Karnataka,Bangalore,Tier 1,15,46+,Male,1866,2024
BB06261,Grocery,46951,38,1784138,267620.7,15,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 1,13,46+,Female,3904,2023
BB06262,Electronics,42191,206,8691346,2607403.8,30,Supermarket,Small,North,Delhi,New Delhi,Tier 2,5,18-25,Female,2332,2021
BB06263,Home & Kitchen,11487,63,723681,209867.49,29,Supermarket,Small,North,Delhi,New Delhi,Tier 1,3,36-45,Male,6595,2022
BB06264,Home & Kitchen,3623,60,217380,43476.0,20,Supermarket,Small,East,West Bengal,Kolkata,Tier 3,2,18-25,Male,6459,2020
BB06265,Electronics,14995,389,5833055,1691585.95,29,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 1,7,18-25,Male,7333,2021
BB06266,Personal Care,23356,22,513832,102766.4,20,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 3,2,26-35,Male,7353,2020
BB06267,Clothing,11312,103,1165136,198073.12,17,Supermarket,Small,West,Maharashtra,Mumbai,Tier 3,6,36-45,Female,3945,2022
BB06268,Electronics,959,267,256053,38407.95,15,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,5,26-35,Male,6666,2020
BB06269,Home & Kitchen,45569,380,17316220,5887514.8,34,Supermarket,Small,South,Karnataka,Bangalore,Tier 3,7,18-25,Male,7463,2021
BB06270,Personal Care,341,67,22847,7539.51,33,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 2,15,36-45,Male,3897,2021
BB06271,Personal Care,34486,415,14311690,3148571.8,22,Supermarket,Medium,West,Maharashtra,Pune,Tier 1,11,36-45,Male,4325,2024
BB06272,Grocery,7141,282,2013762,644403.84,32,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,5,26-35,Female,5050,2022
BB06273,Electronics,37469,166,6219854,1368367.88,22,Supermarket,Medium,North,Delhi,New Delhi,Tier 1,12,18-25,Female,3831,2024
BB06274,Electronics,32035,483,15472905,2939851.95,19,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 1,14,18-25,Female,2287,2024
BB06275,Grocery,4070,283,1151810,230362.0,20,Supermarket,Small,South,Karnataka,Bangalore,Tier 2,13,36-45,Female,4651,2024
BB06276,Grocery,28363,364,10324132,2787515.64,27,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 1,14,26-35,Female,1490,2022
BB06277,Grocery,10708,162,1734696,503061.84,29,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,4,26-35,Female,6922,2020
BB06278,Home & Kitchen,41607,87,3619809,542971.35,15,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 1,5,26-35,Male,7346,2020
BB06279,Electronics,6342,307,1946994,292049.1,15,Supermarket,Medium,North,Delhi,New Delhi,Tier 2,12,46+,Male,3975,2021
BB06280,Grocery,17783,199,3538817,636987.06,18,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 2,8,26-35,Male,2498,2023
BB06281,Personal Care,8237,61,502457,170835.38,34,Supermarket,Small,East,West Bengal,Kolkata,Tier 2,3,26-35,Male,681,2024
BB06282,Home & Kitchen,29695,479,14223905,2987020.05,21,Convenience Store,Small,North,Delhi,New Delhi,Tier 2,12,36-45,Female,2696,2022
BB06283,Grocery,23709,447,10597923,2649480.75,25,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 3,13,26-35,Female,1505,2021
BB06284,Personal Care,8338,256,2134528,405560.32,19,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 1,1,36-45,Male,2083,2024
BB06285,Electronics,24988,114,2848632,740644.32,26,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,2,46+,Female,7668,2022
BB06286,Clothing,26199,322,8436078,2109019.5,25,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,1,26-35,Male,713,2021
BB06287,Grocery,36709,281,10315229,3094568.7,30,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,6,18-25,Female,2821,2023
BB06288,Home & Kitchen,43970,51,2242470,717590.4,32,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 3,10,46+,Male,6951,2022
BB06289,Clothing,18227,473,8621371,1293205.65,15,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 3,7,36-45,Female,664,2021
BB06290,Grocery,37364,351,13114764,1967214.6,15,Supermarket,Small,North,Delhi,New Delhi,Tier 2,1,36-45,Male,1852,2024
BB06291,Electronics,4548,91,413868,86912.28,21,Convenience Store,Large,South,Karnataka,Bangalore,Tier 2,3,26-35,Male,6341,2021
BB06292,Electronics,43045,312,13430040,2417407.2,18,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,5,26-35,Female,2470,2023
BB06293,Personal Care,43794,483,21152502,6980325.66,33,Convenience Store,Medium,North,Uttar Pradesh,Lucknow,Tier 2,8,18-25,Female,7926,2023
BB06294,Electronics,33018,232,7660176,2451256.32,32,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,12,46+,Male,7626,2022
BB06295,Home & Kitchen,40887,414,16927218,5585981.94,33,Supermarket,Medium,West,Maharashtra,Mumbai,Tier 2,7,18-25,Male,770,2021
BB06296,Personal Care,33091,55,1820005,582401.6,32,Convenience Store,Small,East,West Bengal,Kolkata,Tier 2,2,46+,Female,827,2023
BB06297,Personal Care,45824,257,11776768,2237585.92,19,Convenience Store,Medium,North,Delhi,New Delhi,Tier 1,4,26-35,Female,1937,2020
BB06298,Personal Care,20951,332,6955732,2364948.88,34,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,2,18-25,Male,1144,2022
BB06299,Home & Kitchen,3282,405,1329210,372178.8,28,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 2,9,46+,Male,1178,2023
BB06300,Grocery,4714,467,2201438,748488.92,34,Convenience Store,Large,West,Maharashtra,Pune,Tier 2,11,26-35,Female,4830,2022
BB06301,Electronics,29161,387,11285307,2595620.61,23,Supermarket,Large,West,Maharashtra,Pune,Tier 1,13,26-35,Female,6623,2021
BB06302,Grocery,40135,406,16294810,3910754.4,24,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 3,12,18-25,Male,4120,2024
BB06303,Electronics,12663,346,4381398,1226791.44,28,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,3,26-35,Male,6612,2022
BB06304,Home & Kitchen,29932,400,11972800,3472112.0,29,Supermarket,Large,South,Karnataka,Bangalore,Tier 1,6,36-45,Male,4208,2024
BB06305,Home & Kitchen,17691,41,725331,108799.65,15,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 2,11,46+,Female,6724,2024
BB06306,Electronics,21142,431,9112202,2915904.64,32,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 1,14,26-35,Male,3112,2020
BB06307,Grocery,29208,80,2336640,724358.4,31,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,15,46+,Female,1658,2024
BB06308,Home & Kitchen,43487,172,7479764,2543119.76,34,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 3,14,36-45,Male,3856,2020
BB06309,Grocery,32855,453,14883315,2976663.0,20,Supermarket,Medium,East,West Bengal,Kolkata,Tier 2,4,26-35,Male,5581,2020
BB06310,Clothing,28880,253,7306640,1242128.8,17,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 2,7,18-25,Male,7068,2023
BB06311,Clothing,33765,435,14687775,3231310.5,22,Convenience Store,Small,North,Delhi,New Delhi,Tier 1,4,26-35,Male,3317,2020
BB06312,Home & Kitchen,14836,82,1216552,377131.12,31,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,10,26-35,Female,7587,2023
BB06313,Grocery,30725,428,13150300,2235551.0,17,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,7,46+,Female,4925,2020
BB06314,Home & Kitchen,10540,478,5038120,755718.0,15,Convenience Store,Large,South,Karnataka,Bangalore,Tier 1,8,18-25,Female,1215,2024
BB06315,Personal Care,28222,192,5418624,1137911.04,21,Convenience Store,Large,East,West Bengal,Kolkata,Tier 3,9,18-25,Female,5660,2020
BB06316,Personal Care,1788,158,282504,59325.84,21,Convenience Store,Large,North,Uttar Pradesh,Noida,Tier 3,3,36-45,Female,596,2021
BB06317,Clothing,36210,143,5178030,1346287.8,26,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,3,46+,Male,3400,2021
BB06318,Grocery,45073,497,22401281,4704269.01,21,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 2,3,46+,Male,7460,2024
BB06319,Personal Care,30861,29,894969,268490.7,30,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 1,11,18-25,Female,3355,2023
BB06320,Electronics,25101,307,7706007,1232961.12,16,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 1,2,26-35,Male,3559,2023
BB06321,Clothing,15742,196,3085432,709649.36,23,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 2,13,36-45,Male,5820,2020
BB06322,Home & Kitchen,10020,272,2725440,654105.6,24,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,2,26-35,Female,4242,2024
BB06323,Personal Care,15323,200,3064600,858088.0,28,Supermarket,Medium,East,West Bengal,Kolkata,Tier 3,5,36-45,Male,3043,2023
BB06324,Electronics,47148,119,5610612,1907608.08,34,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,11,46+,Female,4497,2021
BB06325,Grocery,30497,402,12259794,3310144.38,27,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 3,6,18-25,Male,7956,2024
BB06326,Personal Care,41908,107,4484156,1121039.0,25,Convenience Store,Small,West,Maharashtra,Pune,Tier 1,7,18-25,Male,6459,2020
BB06327,Electronics,22229,499,11092271,2107531.49,19,Supermarket,Medium,South,Karnataka,Bangalore,Tier 3,8,36-45,Female,5701,2023
BB06328,Clothing,43853,141,6183273,1978647.36,32,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,4,36-45,Male,1382,2022
BB06329,Clothing,45075,383,17263725,5351754.75,31,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,8,18-25,Male,6424,2021
BB06330,Home & Kitchen,22154,327,7244358,2173307.4,30,Supermarket,Small,West,Maharashtra,Mumbai,Tier 3,4,36-45,Female,4689,2022
BB06331,Home & Kitchen,33651,183,6158133,1231626.6,20,Convenience Store,Large,West,Maharashtra,Pune,Tier 2,4,36-45,Male,2260,2021
BB06332,Personal Care,20584,397,8171848,1389214.16,17,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,2,36-45,Female,731,2021
BB06333,Grocery,40657,129,5244753,1573425.9,30,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 2,2,36-45,Male,5510,2020
BB06334,Home & Kitchen,28677,453,12990681,3507483.87,27,Convenience Store,Small,North,Delhi,New Delhi,Tier 1,14,18-25,Male,7196,2022
BB06335,Grocery,38402,377,14477554,4053715.12,28,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 1,1,18-25,Male,1012,2023
BB06336,Personal Care,44511,416,18516576,4073646.72,22,Convenience Store,Large,West,Maharashtra,Pune,Tier 3,13,18-25,Male,2713,2021
BB06337,Personal Care,12960,478,6194880,1796515.2,29,Supermarket,Large,West,Maharashtra,Mumbai,Tier 2,8,36-45,Female,3327,2023
BB06338,Electronics,22734,413,9389142,2910634.02,31,Supermarket,Small,West,Maharashtra,Mumbai,Tier 2,14,46+,Female,7101,2021
BB06339,Personal Care,27623,137,3784351,643339.67,17,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,6,18-25,Female,1805,2020
BB06340,Grocery,29710,37,1099270,318788.3,29,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 1,8,46+,Male,976,2024
BB06341,Personal Care,23623,375,8858625,2834760.0,32,Supermarket,Small,North,Delhi,New Delhi,Tier 1,5,36-45,Female,6171,2023
BB06342,Grocery,49826,110,5480860,1699066.6,31,Convenience Store,Large,North,Delhi,New Delhi,Tier 1,9,26-35,Male,1426,2021
BB06343,Grocery,30110,303,9123330,2098365.9,23,Supermarket,Medium,South,Karnataka,Bangalore,Tier 1,14,46+,Female,1094,2023
BB06344,Personal Care,40392,211,8522712,2642040.72,31,Supermarket,Large,East,West Bengal,Kolkata,Tier 2,7,46+,Female,2091,2022
BB06345,Home & Kitchen,9761,235,2293835,711088.85,31,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 3,8,46+,Female,7805,2020
BB06346,Clothing,39362,137,5392594,1348148.5,25,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,14,46+,Male,1749,2021
BB06347,Home & Kitchen,29565,277,8189505,1637901.0,20,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,9,36-45,Female,4819,2024
BB06348,Electronics,5027,352,1769504,530851.2,30,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,13,26-35,Male,4525,2022
BB06349,Electronics,40137,395,15854115,3329364.15,21,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 3,3,18-25,Female,4925,2020
BB06350,Home & Kitchen,14340,405,5807700,1335771.0,23,Supermarket,Large,West,Maharashtra,Mumbai,Tier 1,8,36-45,Female,5020,2024
BB06351,Clothing,17460,470,8206200,2872170.0,35,Convenience Store,Small,North,Delhi,New Delhi,Tier 2,2,26-35,Female,1574,2023
BB06352,Personal Care,4915,204,1002660,220585.2,22,Supermarket,Small,West,Maharashtra,Pune,Tier 1,1,18-25,Female,1034,2024
BB06353,Home & Kitchen,17130,495,8479350,1950250.5,23,Supermarket,Medium,East,West Bengal,Kolkata,Tier 1,13,18-25,Female,838,2023
BB06354,Personal Care,36014,433,15594062,4834159.22,31,Supermarket,Medium,North,Uttar Pradesh,Noida,Tier 2,8,36-45,Male,7807,2024
BB06355,Grocery,48265,373,18002845,4860768.15,27,Convenience Store,Medium,North,Uttar Pradesh,Noida,Tier 2,10,26-35,Male,910,2021
BB06356,Clothing,47923,236,11309828,3506046.68,31,Supermarket,Large,South,Karnataka,Bangalore,Tier 1,1,18-25,Male,720,2022
BB06357,Home & Kitchen,24998,313,7824374,2034337.24,26,Supermarket,Small,East,West Bengal,Kolkata,Tier 3,9,18-25,Male,5956,2020
BB06358,Home & Kitchen,18783,203,3812949,1143884.7,30,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 3,10,26-35,Male,1368,2022
BB06359,Clothing,10903,161,1755383,351076.6,20,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 3,11,26-35,Male,881,2020
BB06360,Clothing,27094,218,5906492,1594752.84,27,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,7,36-45,Male,2874,2023
BB06361,Clothing,41395,57,2359515,613473.9,26,Convenience Store,Small,West,Maharashtra,Pune,Tier 2,2,46+,Female,2567,2020
BB06362,Electronics,8572,497,4260284,1405893.72,33,Convenience Store,Large,West,Maharashtra,Pune,Tier 3,7,26-35,Male,7946,2020
BB06363,Grocery,27931,251,7010681,2243417.92,32,Supermarket,Medium,North,Uttar Pradesh,Noida,Tier 3,6,46+,Male,2500,2023
BB06364,Home & Kitchen,31878,251,8001378,2720468.52,34,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,4,36-45,Male,6861,2021
BB06365,Clothing,9130,280,2556400,587972.0,23,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 3,9,36-45,Male,5069,2023
BB06366,Grocery,18499,238,4402762,704441.92,16,Supermarket,Medium,North,Uttar Pradesh,Noida,Tier 1,8,18-25,Male,5279,2020
BB06367,Personal Care,1176,304,357504,53625.6,15,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 3,5,46+,Male,3531,2023
BB06368,Personal Care,48285,285,13761225,3302694.0,24,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 3,2,18-25,Male,5544,2021
BB06369,Home & Kitchen,23670,184,4355280,1350136.8,31,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,4,26-35,Male,6290,2020
BB06370,Clothing,23361,171,3994731,1358208.54,34,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,9,18-25,Female,2740,2023
BB06371,Clothing,36735,418,15355230,2456836.8,16,Convenience Store,Large,West,Gujarat,Ahmedabad,Tier 3,9,26-35,Female,1926,2023
BB06372,Personal Care,23043,168,3871224,735532.56,19,Convenience Store,Small,East,West Bengal,Kolkata,Tier 2,7,26-35,Female,7541,2023
BB06373,Home & Kitchen,35175,35,1231125,369337.5,30,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 2,8,18-25,Female,7169,2023
BB06374,Grocery,41339,459,18974601,3605174.19,19,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 2,4,36-45,Female,3562,2024
BB06375,Home & Kitchen,36808,254,9349232,1963338.72,21,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 3,5,46+,Male,6749,2021
BB06376,Clothing,37520,255,9567600,3061632.0,32,Supermarket,Medium,North,Uttar Pradesh,Noida,Tier 2,13,36-45,Male,3362,2021
BB06377,Electronics,24969,372,9288468,2415001.68,26,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,1,36-45,Male,2351,2023
BB06378,Grocery,40168,428,17191904,3266461.76,19,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 3,9,18-25,Female,6212,2020
BB06379,Personal Care,42179,422,17799538,4805875.26,27,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 2,11,36-45,Male,7297,2022
BB06380,Clothing,41062,160,6569920,1970976.0,30,Supermarket,Small,North,Delhi,New Delhi,Tier 3,11,46+,Female,2781,2024
BB06381,Clothing,30395,68,2066860,640726.6,31,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,8,46+,Male,3339,2024
BB06382,Electronics,34906,100,3490600,1221710.0,35,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,11,46+,Male,1700,2022
BB06383,Grocery,21189,299,6335511,950326.65,15,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,3,26-35,Female,953,2022
BB06384,Electronics,28566,270,7712820,2313846.0,30,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,5,26-35,Female,3972,2023
BB06385,Grocery,144,108,15552,3888.0,25,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,15,36-45,Male,6486,2023
BB06386,Clothing,36650,69,2528850,632212.5,25,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 3,3,46+,Male,2246,2023
BB06387,Clothing,20738,306,6345828,1713373.56,27,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,13,26-35,Male,4308,2023
BB06388,Clothing,11175,36,402300,92529.0,23,Convenience Store,Medium,North,Uttar Pradesh,Noida,Tier 3,14,46+,Male,4589,2024
BB06389,Grocery,20130,84,1690920,388911.6,23,Supermarket,Large,North,Delhi,New Delhi,Tier 3,5,26-35,Male,6789,2020
BB06390,Personal Care,43277,241,10429757,1668761.12,16,Convenience Store,Large,South,Karnataka,Bangalore,Tier 1,13,36-45,Female,4484,2021
BB06391,Grocery,8674,267,2315958,764266.14,33,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,6,26-35,Female,5661,2023
BB06392,Personal Care,41386,269,11132834,2003910.12,18,Supermarket,Large,North,Delhi,New Delhi,Tier 1,5,46+,Female,3985,2021
BB06393,Grocery,44276,202,8943752,2146500.48,24,Convenience Store,Small,North,Uttar Pradesh,Noida,Tier 1,6,26-35,Female,1010,2024
BB06394,Clothing,5165,320,1652800,264448.0,16,Supermarket,Large,East,West Bengal,Kolkata,Tier 2,1,36-45,Female,5656,2022
BB06395,Personal Care,3702,357,1321614,251106.66,19,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 2,15,36-45,Male,2631,2024
BB06396,Clothing,11755,40,470200,103444.0,22,Supermarket,Large,South,Karnataka,Bangalore,Tier 2,3,36-45,Male,1069,2020
BB06397,Electronics,31244,273,8529612,1364737.92,16,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 1,12,26-35,Female,3637,2024
BB06398,Electronics,38756,322,12479432,4118212.56,33,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,5,36-45,Male,2349,2022
BB06399,Electronics,24548,334,8199032,2623690.24,32,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 1,9,36-45,Female,2413,2021
BB06400,Electronics,1715,223,382445,95611.25,25,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 2,11,18-25,Female,1996,2022
BB06401,Electronics,35624,328,11684672,2453781.12,21,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,8,18-25,Male,3693,2023
BB06402,Personal Care,25234,475,11986150,1917784.0,16,Convenience Store,Large,North,Delhi,New Delhi,Tier 2,9,26-35,Female,558,2023
BB06403,Electronics,22722,196,4453512,979772.64,22,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,14,46+,Female,820,2021
BB06404,Electronics,32110,494,15862340,3806961.6,24,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 3,3,36-45,Female,4841,2021
BB06405,Clothing,25883,358,9266114,1760561.66,19,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,14,18-25,Male,2418,2023
BB06406,Clothing,31728,291,9232848,1938898.08,21,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 2,14,18-25,Male,5109,2024
BB06407,Electronics,46322,332,15378904,3537147.92,23,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,3,26-35,Male,4621,2020
BB06408,Clothing,5561,204,1134444,283611.0,25,Convenience Store,Small,South,Karnataka,Bangalore,Tier 3,8,46+,Male,7105,2020
BB06409,Home & Kitchen,39019,234,9130446,2647829.34,29,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 3,12,18-25,Male,2597,2024
BB06410,Personal Care,16574,444,7358856,2060479.68,28,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 2,3,36-45,Female,6337,2022
BB06411,Home & Kitchen,17549,194,3404506,578766.02,17,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 1,11,26-35,Female,7482,2023
BB06412,Clothing,29125,367,10688875,2885996.25,27,Convenience Store,Large,North,Delhi,New Delhi,Tier 2,3,46+,Male,4603,2023
BB06413,Home & Kitchen,34655,275,9530125,2859037.5,30,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 2,9,46+,Female,952,2020
BB06414,Personal Care,46647,354,16513038,4788781.02,29,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,4,18-25,Female,766,2024
BB06415,Electronics,9937,53,526661,84265.76,16,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 1,9,26-35,Male,7262,2024
BB06416,Clothing,5487,453,2485611,596546.64,24,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,7,26-35,Female,3858,2021
BB06417,Clothing,954,130,124020,18603.0,15,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,10,18-25,Female,3343,2022
BB06418,Grocery,628,49,30772,6154.4,20,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 2,8,46+,Male,6706,2023
BB06419,Home & Kitchen,5462,120,655440,183523.2,28,Supermarket,Medium,East,West Bengal,Kolkata,Tier 1,3,26-35,Male,2257,2021
BB06420,Personal Care,46346,73,3383258,879647.08,26,Supermarket,Large,West,Maharashtra,Mumbai,Tier 1,9,36-45,Male,3154,2020
