Item_ID,Item_Category,Item_Price,Units_Sold,Total_Sales,Profit,Outlet_Type,Outlet_Size,Region,State,City,City_Tier,Store_Age,Customer_Age_Group,Year
BB04071,Personal Care,3016,106,319696,63939.2,Supermarket,Large,West,Maharashtra,Mumbai,Tier 1,9,26-35,2020
BB04072,Personal Care,1385,107,148195,29639.0,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,11,18-25,2023
BB04073,Clothing,183,26,4758,713.7,Convenience Store,Medium,North,Haryana,Faridabad,Tier 3,2,18-25,2022
BB04074,Grocery,4303,47,202241,16179.28,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,2,18-25,2024
BB04075,Clothing,1512,103,155736,23360.4,Hypermarket,Medium,East,West Bengal,Durgapur,Tier 3,13,36-45,2021
BB04076,Personal Care,1599,17,27183,5436.6,Hypermarket,Medium,West,Maharashtra,Pune,Tier 2,2,18-25,2023
BB04077,Personal Care,4476,13,58188,11637.6,Hypermarket,Large,West,Maharashtra,Pune,Tier 2,7,26-35,2020
BB04078,Personal Care,3923,4,15692,3138.4,Hypermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,12,46+,2024
BB04079,Home & Kitchen,3315,92,304980,36597.6,Hypermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,8,18-25,2021
BB04080,Clothing,1721,52,89492,13423.8,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,12,46+,2021
BB04081,Grocery,4951,46,227746,18219.68,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 3,4,26-35,2021
BB04082,Personal Care,1746,31,54126,10825.2,Convenience Store,Large,West,Gujarat,Surat,Tier 2,1,36-45,2023
BB04083,Personal Care,4512,13,58656,11731.2,Supermarket,Medium,South,Karnataka,Mysuru,Tier 3,1,26-35,2023
BB04084,Personal Care,1490,34,50660,10132.0,Convenience Store,Medium,South,Telangana,Hyderabad,Tier 1,3,36-45,2024
BB04085,Personal Care,4491,51,229041,45808.2,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,1,18-25,2022
BB04086,Personal Care,4493,1,4493,898.6,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,3,18-25,2022
BB04087,Electronics,4759,111,528249,95084.82,Supermarket,Small,South,Tamil Nadu,Coimbatore,Tier 2,9,18-25,2021
BB04088,Grocery,2839,108,306612,24528.96,Hypermarket,Large,North,Haryana,Faridabad,Tier 3,12,26-35,2021
BB04089,Grocery,559,3,1677,134.16,Convenience Store,Large,West,Gujarat,Surat,Tier 2,4,36-45,2023
BB04090,Personal Care,1651,34,56134,11226.8,Convenience Store,Medium,South,Karnataka,Mysuru,Tier 3,10,36-45,2021
BB04091,Clothing,2834,29,82186,12327.9,Hypermarket,Small,West,Maharashtra,Nagpur,Tier 3,13,46+,2024
BB04092,Clothing,897,51,45747,6862.05,Supermarket,Small,West,Maharashtra,Pune,Tier 2,2,26-35,2021
BB04093,Electronics,372,16,5952,1071.36,Convenience Store,Small,East,Odisha,Cuttack,Tier 3,5,36-45,2021
BB04094,Clothing,1266,73,92418,13862.7,Supermarket,Small,East,West Bengal,Durgapur,Tier 3,14,18-25,2023
BB04095,Clothing,4214,95,400330,60049.5,Supermarket,Large,South,Karnataka,Mysuru,Tier 3,7,36-45,2024
BB04096,Grocery,2841,16,45456,3636.48,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,10,46+,2020
BB04097,Clothing,3479,110,382690,57403.5,Hypermarket,Small,South,Telangana,Hyderabad,Tier 1,12,26-35,2020
BB04098,Grocery,76,21,1596,127.68,Hypermarket,Medium,East,West Bengal,Kolkata,Tier 1,1,18-25,2023
BB04099,Clothing,1251,79,98829,14824.35,Hypermarket,Large,West,Maharashtra,Mumbai,Tier 1,8,46+,2020
BB04100,Personal Care,3165,56,177240,35448.0,Supermarket,Large,West,Gujarat,Surat,Tier 2,12,18-25,2024
BB04101,Grocery,1012,4,4048,323.84,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,1,36-45,2023
BB04102,Electronics,2572,19,48868,8796.24,Hypermarket,Medium,North,Punjab,Ludhiana,Tier 3,4,46+,2023
BB04103,Grocery,1266,91,115206,9216.48,Hypermarket,Large,East,Odisha,Cuttack,Tier 3,12,18-25,2020
BB04104,Electronics,4804,106,509224,91660.32,Supermarket,Small,South,Tamil Nadu,Coimbatore,Tier 2,3,46+,2021
BB04105,Personal Care,3809,68,259012,51802.4,Convenience Store,Large,West,Gujarat,Surat,Tier 2,10,26-35,2022
BB04106,Grocery,3821,57,217797,17423.76,Supermarket,Small,North,Punjab,Ludhiana,Tier 3,4,26-35,2020
BB04107,Clothing,593,44,26092,3913.8,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,15,18-25,2020
BB04108,Personal Care,1019,70,71330,14266.0,Supermarket,Large,North,Punjab,Amritsar,Tier 3,4,36-45,2024
BB04109,Home & Kitchen,1347,28,37716,4525.92,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,4,36-45,2023
BB04110,Electronics,4242,64,271488,48867.84,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,14,18-25,2022
BB04111,Clothing,1649,72,118728,17809.2,Supermarket,Medium,South,Karnataka,Bengaluru,Tier 1,8,18-25,2023
BB04112,Home & Kitchen,464,106,49184,5902.08,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,4,26-35,2021
BB04113,Clothing,1167,30,35010,5251.5,Hypermarket,Medium,West,Maharashtra,Mumbai,Tier 1,9,46+,2022
BB04114,Personal Care,635,106,67310,13462.0,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,4,26-35,2022
BB04115,Clothing,3845,20,76900,11535.0,Supermarket,Medium,West,Maharashtra,Nagpur,Tier 3,10,36-45,2020
BB04116,Electronics,4320,38,164160,29548.8,Supermarket,Small,North,Punjab,Amritsar,Tier 3,5,26-35,2024
BB04117,Personal Care,544,103,56032,11206.4,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,3,46+,2020
BB04118,Electronics,2643,84,222012,39962.16,Convenience Store,Medium,West,Maharashtra,Nagpur,Tier 3,7,36-45,2024
BB04119,Personal Care,1488,20,29760,5952.0,Hypermarket,Small,South,Karnataka,Mysuru,Tier 3,6,26-35,2023
BB04120,Grocery,1755,36,63180,5054.4,Hypermarket,Large,West,Gujarat,Surat,Tier 2,12,46+,2022
BB04121,Personal Care,1189,13,15457,3091.4,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,8,46+,2022
BB04122,Clothing,2562,92,235704,35355.6,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,5,36-45,2020
BB04123,Grocery,4284,27,115668,9253.44,Hypermarket,Medium,South,Karnataka,Mysuru,Tier 3,7,46+,2023
BB04124,Home & Kitchen,3179,3,9537,1144.44,Hypermarket,Small,North,Haryana,Gurgaon,Tier 3,2,36-45,2022
BB04125,Grocery,4488,78,350064,28005.12,Hypermarket,Small,West,Maharashtra,Mumbai,Tier 1,2,18-25,2024
BB04126,Electronics,2115,92,194580,35024.4,Supermarket,Small,West,Maharashtra,Pune,Tier 2,15,46+,2023
BB04127,Grocery,4070,25,101750,8140.0,Convenience Store,Large,East,Odisha,Cuttack,Tier 3,1,26-35,2021
BB04128,Electronics,634,40,25360,4564.8,Hypermarket,Small,South,Karnataka,Mysuru,Tier 3,10,18-25,2020
BB04129,Grocery,1304,23,29992,2399.36,Supermarket,Large,South,Karnataka,Mysuru,Tier 3,10,18-25,2024
BB04130,Clothing,1364,54,73656,11048.4,Supermarket,Small,West,Maharashtra,Pune,Tier 2,4,36-45,2022
BB04131,Home & Kitchen,803,93,74679,8961.48,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,10,36-45,2024
BB04132,Clothing,3663,25,91575,13736.25,Hypermarket,Large,South,Tamil Nadu,Chennai,Tier 1,13,46+,2021
BB04133,Home & Kitchen,2158,109,235222,28226.64,Hypermarket,Small,West,Maharashtra,Nagpur,Tier 3,7,26-35,2024
BB04134,Grocery,4147,106,439582,35166.56,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,5,18-25,2021
BB04135,Clothing,2014,26,52364,7854.6,Convenience Store,Medium,South,Karnataka,Bengaluru,Tier 1,2,36-45,2020
BB04136,Electronics,4906,9,44154,7947.72,Convenience Store,Small,West,Gujarat,Surat,Tier 2,15,26-35,2021
BB04137,Grocery,3778,68,256904,20552.32,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,7,46+,2022
BB04138,Grocery,4193,96,402528,32202.24,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,15,36-45,2022
BB04139,Grocery,2156,76,163856,13108.48,Supermarket,Small,West,Maharashtra,Pune,Tier 2,11,26-35,2020
BB04140,Home & Kitchen,562,24,13488,1618.56,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,6,46+,2022
BB04141,Personal Care,2408,18,43344,8668.8,Supermarket,Large,South,Karnataka,Mysuru,Tier 3,3,26-35,2022
BB04142,Electronics,834,120,100080,18014.4,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,6,18-25,2022
BB04143,Grocery,3083,112,345296,27623.68,Hypermarket,Small,East,West Bengal,Kolkata,Tier 1,15,26-35,2020
BB04144,Clothing,2748,71,195108,29266.2,Convenience Store,Small,North,Punjab,Amritsar,Tier 3,7,36-45,2020
BB04145,Grocery,1643,39,64077,5126.16,Hypermarket,Small,West,Maharashtra,Pune,Tier 2,4,46+,2021
BB04146,Electronics,2420,7,16940,3049.2,Convenience Store,Medium,South,Karnataka,Mysuru,Tier 3,9,46+,2023
BB04147,Electronics,3217,88,283096,50957.28,Hypermarket,Medium,South,Telangana,Hyderabad,Tier 1,7,26-35,2024
BB04148,Clothing,4656,70,325920,48888.0,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 1,14,26-35,2021
BB04149,Personal Care,2276,34,77384,15476.8,Hypermarket,Small,South,Karnataka,Bengaluru,Tier 1,2,46+,2022
BB04150,Home & Kitchen,3710,32,118720,14246.4,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,12,18-25,2020
BB04151,Personal Care,2841,48,136368,27273.6,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,14,26-35,2023
BB04152,Clothing,4429,15,66435,9965.25,Convenience Store,Medium,East,West Bengal,Durgapur,Tier 3,14,46+,2021
BB04153,Clothing,4024,45,181080,27162.0,Supermarket,Large,South,Telangana,Hyderabad,Tier 1,6,18-25,2020
BB04154,Grocery,4424,110,486640,38931.2,Convenience Store,Medium,South,Karnataka,Bengaluru,Tier 1,11,26-35,2020
BB04155,Clothing,945,61,57645,8646.75,Hypermarket,Large,North,Haryana,Faridabad,Tier 3,9,46+,2022
BB04156,Clothing,2003,23,46069,6910.35,Hypermarket,Small,West,Gujarat,Ahmedabad,Tier 2,11,36-45,2021
BB04157,Personal Care,388,59,22892,4578.4,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,7,26-35,2022
BB04158,Personal Care,363,34,12342,2468.4,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,7,18-25,2024
BB04159,Personal Care,336,46,15456,3091.2,Supermarket,Large,North,Punjab,Amritsar,Tier 3,5,18-25,2024
BB04160,Personal Care,1594,3,4782,956.4,Convenience Store,Medium,South,Karnataka,Mysuru,Tier 3,13,36-45,2024
BB04161,Electronics,4216,90,379440,68299.2,Supermarket,Small,North,Haryana,Faridabad,Tier 3,8,46+,2024
BB04162,Home & Kitchen,1916,67,128372,15404.64,Hypermarket,Small,North,Punjab,Ludhiana,Tier 3,3,36-45,2022
BB04163,Personal Care,4817,12,57804,11560.8,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,8,46+,2024
BB04164,Clothing,3554,75,266550,39982.5,Supermarket,Small,North,Delhi,New Delhi,Tier 3,13,46+,2023
BB04165,Electronics,4367,108,471636,84894.48,Supermarket,Medium,South,Karnataka,Mysuru,Tier 3,6,36-45,2024
BB04166,Clothing,3041,102,310182,46527.3,Convenience Store,Medium,South,Telangana,Hyderabad,Tier 1,15,36-45,2021
BB04167,Personal Care,3838,57,218766,43753.2,Supermarket,Large,East,West Bengal,Durgapur,Tier 3,12,36-45,2020
BB04168,Personal Care,2346,49,114954,22990.8,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,5,46+,2022
BB04169,Clothing,2307,101,233007,34951.05,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,2,46+,2022
BB04170,Grocery,2890,26,75140,6011.2,Hypermarket,Small,West,Maharashtra,Nagpur,Tier 3,8,46+,2022
BB04171,Personal Care,932,60,55920,11184.0,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,13,26-35,2020
BB04172,Grocery,3176,7,22232,1778.56,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,13,26-35,2022
BB04173,Clothing,2487,90,223830,33574.5,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,7,36-45,2023
BB04174,Electronics,3861,88,339768,61158.24,Hypermarket,Medium,North,Punjab,Ludhiana,Tier 3,5,26-35,2024
BB04175,Home & Kitchen,657,108,70956,8514.72,Hypermarket,Small,West,Gujarat,Surat,Tier 2,10,36-45,2020
BB04176,Home & Kitchen,504,14,7056,846.72,Supermarket,Small,West,Maharashtra,Nagpur,Tier 3,15,46+,2022
BB04177,Electronics,1100,71,78100,14058.0,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,2,46+,2022
BB04178,Electronics,1193,11,13123,2362.14,Convenience Store,Large,South,Karnataka,Bengaluru,Tier 1,2,18-25,2020
BB04179,Clothing,3456,3,10368,1555.2,Hypermarket,Large,East,West Bengal,Durgapur,Tier 3,1,46+,2020
BB04180,Grocery,4857,44,213708,17096.64,Supermarket,Medium,West,Maharashtra,Mumbai,Tier 1,11,46+,2023
BB04181,Grocery,3292,89,292988,23439.04,Supermarket,Medium,North,Punjab,Ludhiana,Tier 3,2,18-25,2020
BB04182,Personal Care,3395,47,159565,31913.0,Supermarket,Large,North,Delhi,New Delhi,Tier 3,5,46+,2024
BB04183,Personal Care,702,98,68796,13759.2,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,9,18-25,2021
BB04184,Home & Kitchen,4336,74,320864,38503.68,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,5,46+,2024
BB04185,Grocery,1791,9,16119,1289.52,Hypermarket,Large,South,Tamil Nadu,Chennai,Tier 1,1,36-45,2024
BB04186,Personal Care,608,82,49856,9971.2,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,5,46+,2024
BB04187,Grocery,1174,111,130314,10425.12,Hypermarket,Small,West,Maharashtra,Pune,Tier 2,12,36-45,2024
BB04188,Personal Care,213,101,21513,4302.6,Supermarket,Medium,West,Gujarat,Surat,Tier 2,12,46+,2022
BB04189,Clothing,648,70,45360,6804.0,Hypermarket,Large,West,Maharashtra,Mumbai,Tier 1,2,26-35,2023
BB04190,Clothing,4059,86,349074,52361.1,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,12,18-25,2023
BB04191,Personal Care,862,22,18964,3792.8,Hypermarket,Medium,North,Delhi,New Delhi,Tier 3,4,36-45,2020
BB04192,Personal Care,1313,100,131300,26260.0,Supermarket,Small,North,Punjab,Ludhiana,Tier 3,3,26-35,2020
BB04193,Clothing,1861,40,74440,11166.0,Convenience Store,Medium,North,Punjab,Amritsar,Tier 3,4,46+,2024
BB04194,Grocery,3861,50,193050,15444.0,Supermarket,Large,North,Delhi,New Delhi,Tier 3,10,36-45,2021
BB04195,Personal Care,855,49,41895,8379.0,Supermarket,Small,East,West Bengal,Durgapur,Tier 3,6,18-25,2022
BB04196,Home & Kitchen,4846,51,247146,29657.52,Supermarket,Small,East,Odisha,Cuttack,Tier 3,1,46+,2020
BB04197,Electronics,1022,60,61320,11037.6,Hypermarket,Small,East,West Bengal,Durgapur,Tier 3,9,18-25,2023
BB04198,Clothing,3695,101,373195,55979.25,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,7,46+,2020
BB04199,Clothing,4036,66,266376,39956.4,Convenience Store,Small,West,Maharashtra,Pune,Tier 2,7,36-45,2022
BB04200,Personal Care,2066,37,76442,15288.4,Hypermarket,Small,West,Maharashtra,Pune,Tier 2,11,18-25,2020
BB04201,Home & Kitchen,3506,84,294504,35340.48,Supermarket,Medium,West,Maharashtra,Nagpur,Tier 3,15,46+,2021
BB04202,Home & Kitchen,2754,79,217566,26107.92,Supermarket,Small,North,Punjab,Ludhiana,Tier 3,11,18-25,2024
BB04203,Home & Kitchen,2913,3,8739,1048.68,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,4,36-45,2023
BB04204,Clothing,441,57,25137,3770.55,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,8,26-35,2020
BB04205,Electronics,4095,43,176085,31695.3,Convenience Store,Medium,East,Odisha,Cuttack,Tier 3,5,46+,2020
BB04206,Grocery,4743,115,545445,43635.6,Hypermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,13,18-25,2023
BB04207,Clothing,1646,21,34566,5184.9,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,4,46+,2023
BB04208,Grocery,133,117,15561,1244.88,Hypermarket,Large,East,West Bengal,Durgapur,Tier 3,13,26-35,2021
BB04209,Personal Care,4330,1,4330,866.0,Supermarket,Small,West,Gujarat,Surat,Tier 2,2,18-25,2023
BB04210,Clothing,1703,70,119210,17881.5,Hypermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,15,46+,2024
BB04211,Personal Care,1023,102,104346,20869.2,Convenience Store,Small,East,West Bengal,Durgapur,Tier 3,5,36-45,2024
BB04212,Electronics,1907,51,97257,17506.26,Supermarket,Small,South,Karnataka,Mysuru,Tier 3,7,26-35,2023
BB04213,Electronics,210,13,2730,491.4,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,10,26-35,2022
BB04214,Electronics,1208,29,35032,6305.76,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,5,46+,2020
BB04215,Electronics,305,7,2135,384.3,Convenience Store,Medium,South,Telangana,Hyderabad,Tier 1,11,36-45,2023
BB04216,Home & Kitchen,4999,26,129974,15596.88,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,13,18-25,2024
BB04217,Personal Care,573,95,54435,10887.0,Supermarket,Large,South,Tamil Nadu,Coimbatore,Tier 2,12,46+,2021
BB04218,Grocery,1569,15,23535,1882.8,Supermarket,Medium,North,Haryana,Faridabad,Tier 3,3,36-45,2021
BB04219,Grocery,766,34,26044,2083.52,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,8,26-35,2020
BB04220,Electronics,264,106,27984,5037.12,Convenience Store,Large,West,Gujarat,Ahmedabad,Tier 2,13,26-35,2023
BB04221,Personal Care,4632,6,27792,5558.4,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,12,26-35,2022
BB04222,Grocery,3606,117,421902,33752.16,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,13,18-25,2024
BB04223,Clothing,3548,22,78056,11708.4,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 1,14,46+,2021
BB04224,Electronics,1113,69,76797,13823.46,Convenience Store,Small,East,Odisha,Cuttack,Tier 3,10,26-35,2022
BB04225,Electronics,478,91,43498,7829.64,Convenience Store,Small,South,Karnataka,Mysuru,Tier 3,2,26-35,2021
BB04226,Personal Care,68,16,1088,217.6,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,10,26-35,2024
BB04227,Clothing,831,30,24930,3739.5,Convenience Store,Medium,West,Maharashtra,Pune,Tier 2,9,46+,2020
BB04228,Personal Care,1345,84,112980,22596.0,Supermarket,Small,West,Maharashtra,Pune,Tier 2,10,36-45,2022
BB04229,Personal Care,4264,15,63960,12792.0,Supermarket,Medium,North,Punjab,Amritsar,Tier 3,6,18-25,2020
BB04230,Electronics,2514,9,22626,4072.68,Hypermarket,Small,South,Tamil Nadu,Coimbatore,Tier 2,4,26-35,2021
BB04231,Clothing,164,57,9348,1402.2,Supermarket,Small,West,Gujarat,Surat,Tier 2,7,26-35,2023
BB04232,Grocery,1588,90,142920,11433.6,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,2,36-45,2023
BB04233,Clothing,3176,109,346184,51927.6,Convenience Store,Medium,West,Maharashtra,Nagpur,Tier 3,7,36-45,2020
BB04234,Personal Care,4653,119,553707,110741.4,Hypermarket,Large,West,Gujarat,Surat,Tier 2,5,26-35,2023
BB04235,Clothing,2683,19,50977,7646.55,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,9,26-35,2021
BB04236,Clothing,2510,29,72790,10918.5,Hypermarket,Large,West,Maharashtra,Pune,Tier 2,13,46+,2023
BB04237,Home & Kitchen,4119,62,255378,30645.36,Hypermarket,Small,South,Karnataka,Mysuru,Tier 3,10,46+,2020
BB04238,Home & Kitchen,1723,59,101657,12198.84,Convenience Store,Large,South,Tamil Nadu,Coimbatore,Tier 2,12,26-35,2020
BB04239,Grocery,4990,51,254490,20359.2,Hypermarket,Large,West,Gujarat,Ahmedabad,Tier 2,10,36-45,2020
BB04240,Grocery,3532,3,10596,847.68,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,5,18-25,2024
BB04241,Clothing,3609,110,396990,59548.5,Convenience Store,Small,South,Karnataka,Bengaluru,Tier 1,7,36-45,2020
BB04242,Clothing,3630,110,399300,59895.0,Hypermarket,Medium,South,Telangana,Hyderabad,Tier 1,15,36-45,2020
BB04243,Home & Kitchen,2098,113,237074,28448.88,Supermarket,Large,North,Delhi,New Delhi,Tier 3,4,18-25,2020
BB04244,Electronics,3888,113,439344,79081.92,Convenience Store,Medium,North,Punjab,Amritsar,Tier 3,11,46+,2024
BB04245,Clothing,459,5,2295,344.25,Convenience Store,Medium,West,Gujarat,Surat,Tier 2,3,46+,2023
BB04246,Clothing,1833,82,150306,22545.9,Convenience Store,Medium,East,West Bengal,Durgapur,Tier 3,5,18-25,2023
BB04247,Electronics,2082,103,214446,38600.28,Convenience Store,Large,South,Telangana,Hyderabad,Tier 1,8,26-35,2023
BB04248,Clothing,648,1,648,97.2,Convenience Store,Medium,North,Haryana,Gurgaon,Tier 3,5,36-45,2023
BB04249,Grocery,3393,42,142506,11400.48,Hypermarket,Small,West,Gujarat,Ahmedabad,Tier 2,12,18-25,2020
BB04250,Home & Kitchen,3315,39,129285,15514.2,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,4,36-45,2023
BB04251,Personal Care,3065,110,337150,67430.0,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,6,26-35,2020
BB04252,Home & Kitchen,1547,115,177905,21348.6,Supermarket,Small,South,Tamil Nadu,Coimbatore,Tier 2,5,36-45,2022
BB04253,Personal Care,292,51,14892,2978.4,Hypermarket,Small,South,Telangana,Hyderabad,Tier 1,14,36-45,2021
BB04254,Home & Kitchen,546,20,10920,1310.4,Supermarket,Medium,South,Karnataka,Bengaluru,Tier 1,7,26-35,2020
BB04255,Electronics,2411,24,57864,10415.52,Supermarket,Small,South,Karnataka,Mysuru,Tier 3,5,18-25,2023
BB04256,Grocery,4610,101,465610,37248.8,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,8,26-35,2021
BB04257,Clothing,1799,32,57568,8635.2,Convenience Store,Small,South,Tamil Nadu,Coimbatore,Tier 2,1,36-45,2021
BB04258,Home & Kitchen,2488,90,223920,26870.4,Convenience Store,Small,East,West Bengal,Durgapur,Tier 3,9,46+,2024
BB04259,Personal Care,522,35,18270,3654.0,Hypermarket,Small,East,Odisha,Bhubaneswar,Tier 3,14,46+,2022
BB04260,Home & Kitchen,2195,21,46095,5531.4,Convenience Store,Large,West,Gujarat,Surat,Tier 2,6,36-45,2020
BB04261,Grocery,2553,25,63825,5106.0,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,9,18-25,2021
BB04262,Personal Care,2750,48,132000,26400.0,Supermarket,Large,East,West Bengal,Durgapur,Tier 3,5,18-25,2023
BB04263,Personal Care,4229,41,173389,34677.8,Convenience Store,Medium,South,Tamil Nadu,Coimbatore,Tier 2,3,46+,2021
BB04264,Home & Kitchen,1555,15,23325,2799.0,Supermarket,Small,West,Maharashtra,Nagpur,Tier 3,6,46+,2023
BB04265,Home & Kitchen,1435,20,28700,3444.0,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,11,18-25,2020
BB04266,Personal Care,3806,83,315898,63179.6,Convenience Store,Medium,South,Karnataka,Bengaluru,Tier 1,9,36-45,2020
BB04267,Personal Care,2279,32,72928,14585.6,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,11,18-25,2022
BB04268,Personal Care,1717,95,163115,32623.0,Convenience Store,Medium,South,Telangana,Hyderabad,Tier 1,13,36-45,2024
BB04269,Personal Care,3771,32,120672,24134.4,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,6,26-35,2020
BB04270,Grocery,4759,120,571080,45686.4,Supermarket,Small,South,Karnataka,Bengaluru,Tier 1,14,36-45,2021
BB04271,Personal Care,2571,31,79701,15940.2,Supermarket,Small,South,Telangana,Hyderabad,Tier 1,5,36-45,2023
BB04272,Personal Care,2571,114,293094,58618.8,Convenience Store,Medium,South,Karnataka,Mysuru,Tier 3,6,26-35,2024
BB04273,Home & Kitchen,2947,120,353640,42436.8,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,8,36-45,2024
BB04274,Electronics,174,5,870,156.6,Supermarket,Large,West,Maharashtra,Pune,Tier 2,3,36-45,2024
BB04275,Clothing,2817,89,250713,37606.95,Hypermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,14,26-35,2021
BB04276,Electronics,4053,43,174279,31370.22,Hypermarket,Large,North,Delhi,New Delhi,Tier 3,11,18-25,2021
BB04277,Clothing,999,39,38961,5844.15,Convenience Store,Small,West,Maharashtra,Nagpur,Tier 3,15,46+,2022
BB04278,Grocery,947,76,71972,5757.76,Supermarket,Large,South,Karnataka,Mysuru,Tier 3,7,36-45,2024
BB04279,Home & Kitchen,4067,117,475839,57100.68,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,4,26-35,2021
BB04280,Home & Kitchen,4939,52,256828,30819.36,Convenience Store,Medium,South,Karnataka,Bengaluru,Tier 1,5,18-25,2021
BB04281,Clothing,1809,85,153765,23064.75,Supermarket,Large,North,Haryana,Faridabad,Tier 3,4,18-25,2024
BB04282,Home & Kitchen,4215,103,434145,52097.4,Supermarket,Medium,West,Maharashtra,Mumbai,Tier 1,9,18-25,2021
BB04283,Personal Care,3769,7,26383,5276.6,Supermarket,Large,South,Telangana,Hyderabad,Tier 1,12,18-25,2020
BB04284,Personal Care,921,25,23025,4605.0,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,6,26-35,2024
BB04285,Personal Care,660,89,58740,11748.0,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,11,36-45,2021
BB04286,Personal Care,2270,38,86260,17252.0,Supermarket,Small,West,Gujarat,Surat,Tier 2,1,36-45,2021
BB04287,Clothing,4178,72,300816,45122.4,Hypermarket,Small,South,Telangana,Hyderabad,Tier 1,10,26-35,2020
BB04288,Home & Kitchen,1504,12,18048,2165.76,Convenience Store,Small,South,Karnataka,Mysuru,Tier 3,1,18-25,2022
BB04289,Grocery,4316,115,496340,39707.2,Supermarket,Medium,East,West Bengal,Kolkata,Tier 1,3,26-35,2021
BB04290,Grocery,4953,31,153543,12283.44,Hypermarket,Small,South,Telangana,Hyderabad,Tier 1,7,26-35,2024
BB04291,Electronics,4547,101,459247,82664.46,Hypermarket,Medium,South,Karnataka,Mysuru,Tier 3,11,26-35,2022
BB04292,Clothing,1197,120,143640,21546.0,Hypermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,11,46+,2022
